companyName	companyMajor	companyWorkAuth	companyPositionType	companyDetailLink	companyDetailLink-href	companyDetailDescription	companyDetailIndustry	companyDetailAddress	companyDetailWebsite	companyDetailWebsite-href	topCareerFair	topCareerFair-href	showAllLink	showAllLink-href
ZF TRW	"Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, Mechanical Engineering, Software Engineering"	US Citizen	"Full Time, Part Time, Co-op"	ZF TRW	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=95164fb2c835ff2faa14411c494b1772&cf=11942a7c5aea0f5dffd397c514291247&cfc=694510576a0197dcc2118cd41162bae0&sss=	"In 2015, TRW Automotive was acquired by global automobile supplier ZF Friedrichshafen AG. ZF TRW is now a division of the parent company, with headquarters in Livonia, Michigan.



ZF TRW is a primary developer and producer of active and passive safety systems and serves all major vehicle manufacturers worldwide with an established footprint that includes facilities in more than 20 countries. It maintains 22 technical centers and 13 test tracks in vital markets around the world. ZF TRW is already providing many driver assist and semi-automated functions today, such as adaptive cruise control, lane keeping assist, blind spot detect"	Automotive	null	Website	http://www.trw.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Google, Inc."	"Computer Engineering, Computer Science, Software Engineering"	None	"Full Time, Internship/Externship"	"Google, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=b0cc7ed97084543f65d8dc703653bbe5&cf=cc9bbb440baa6fac41b27340f766335d&cfc=694510576a0197dcc2118cd41162bae0&sss=	"GOOGLE, Inc.  



#1: Focus on the user and all else will follow.



Since the beginning, we've focused on providing the best user experience possible. Whether we're designing a new Internet browser or a new tweak to the look of the homepage, we take great care to ensure that they will ultimately serve you, rather than our own internal goal or bottom line."	Computer Science/Software Engineering	null	Website	https://www.google.com/about/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Appirio	"Computer Engineering, Computer Science, Software Engineering"	US Citizen	Full Time	Appirio	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=bc2bd99f8dfd979d1a91d99fa3fa8b14&cf=19efc3f7b86d34be24c7e58e7fa0509f&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Appirio is a global services company that helps customers innovate and win in the new cloud economy. As the leader in enterprise crowdsourcing, we deliver unmatched customer value by combining the world’s top talent with a unique cloud services platform. Our platform harnesses the power of one of the world’s largest crowdsourcing communities, thousands of ready to deploy assets, and leading cloud, industry and technical experts, to help our customers drive competitive advantage. Appirio is a trusted partner to some of the world’s largest brands, including Cardinal Health, Coca-Cola, eBay, Facebook, Georgia-Pacific, Home Depot, Moen, and Sony PlayStation."	Consulting	null	Website	http://www.appirio.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Doxpop	"Computer Science, Software Engineering"	"US Citizen, Permanent Resident, H-1 Visa"	"Full Time, Internship/Externship"	Doxpop	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=a4ae24f3feab05c9b4c4f5505351e888&cf=3d20df236cad4551e0f02cce477b74bc&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Doxpop partners with state and local governments to provide Internet-based services and access to public information. We aggregate information across jurisdictions and across government offices and deliver it to end users who would otherwise call or visit the courthouse or city hall to obtain the information. Doxpop adds value to the information by providing an easy-to-use interface, by collecting related information from many sources, and by providing enhanced services to meet the needs of end users. Doxpop reduces costs to governments and allows them to provide better service by facilitating sharing of information, fielding common requests, and increasing visibility of information."	null	null	null		2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
ADVICS Manufacturing Indiana (AISIN Brake)		"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	ADVICS Manufacturing Indiana (AISIN Brake)	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=fab44cb64998296193da131060839a81&cf=3bc72fcaa18ee8a559fda4f5bacd3d0c&cfc=694510576a0197dcc2118cd41162bae0&sss=	"ADVICS Manufacturing Indiana, LLC is a world class brake system supplier that provides advanced high quality brake systems and components to the global market. As an integrated supplier, we develop all components of our brake systems, including the brake pads, and utilize all resources of the ADVICS group to provide the world's best brake systems. By exceeding customer expectations and providing local service, we strive to promote safety on all of the world's roads.  Integrating new technologies we have developed with state-of-the-art electronics creates brake systems more reliable and responsive to our customers’ needs."	"Automotive, Engineering - Mechanical, Manufacturing"	null	Website	http://www.aisinbrake.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Firestone Industrial Products	"Electrical Engineering, Mechanical Engineering"	US Citizen	Full Time	Firestone Industrial Products	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=d66f1845dd26c14be8cf8b8dcf04d0a9&cf=581cdc85fdb9890ee244dae78958559a&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Success in designing and manufacturing air springs to cushion the ride of vehicles that support the world’s transportation infrastructure has fueled FSIP’s growth from a single plant in 1936 to becoming the world’s number one air spring manufacturer. With employees throughout the world, the company’s U.S. headquarters is located in Carmel, Indiana. 



FSIP is excited to announce its move of the U.S. headquarters to Nashville, Tennessee in 2017



 



In addition to supplying Airide™ air springs to vehicle original equipment manufacturers, FSIP also makes air springs for the industrial market, and the heavy duty and light duty aftermarkets. In the enthusiast aftermarket, FSIP is an industry leader with the Ride-Rite™, Coil-Rite™ and Level-Rite™ brands of air helper springs.



 



."	Automotive	null	Website	https://firestoneip-bridgestone.icims.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Tarlton Corporation	Civil Engineering	"US Citizen, Permanent Resident"		Tarlton Corporation	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=cc6dc7edc433ce7a728787c5db6cbc23&cf=5a1b742218f7db2acb6830d6f5294ecd&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Building proudly throughout the Midwest since 1946, Tarlton is one of the country's Top 400 Contractors and a Winning Workplace. We seek to build long-lasting relationships and to support our clients' missions to renovate, build and grow. A certified Women's Business Enterprise, we provide preconstruction and construction services for clients in wide-ranging markets, with an emphasis on sustainable construction. We are experts in concrete repair and restoration, and we provide top-notch hydro excavation and industrial vacuum services."	Construction	null	Website	http://www.tarltoncorp.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Interactive Intelligence, Inc."		"US Citizen, Permanent Resident"	"Co-op, Internship/Externship"	"Interactive Intelligence, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=f7ce64555530f2a418523309c53215a5&cf=ea640d8de33fc3472fb77762eb9dc6dd&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Interactive Intelligence is a global provider of enterprise-grade collaboration, communications and customer engagement software and cloud services that help customers improve service, increase productivity and reduce costs.



Backed by a 21-year history of industry firsts, 22 patents and more than 6,000 global customer deployments, Interactive offers customers fast return on investment, along with robust reliability and security. The company gives even the largest organizations an alternative to unproven solutions from start-ups and inflexible solutions from legacy vendors. Interactive  is one of Mashable's 2014 Seven Best Tech Companies to Work, and is headquartered in Indianapolis, Indiana"	"Computer Science/Software Engineering, Engineering - Computer"	null	Website	http://www.inin.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Emerson Process Management- TopWorx		US Citizen		Emerson Process Management- TopWorx	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=2dfb0df3b015ac5b8831106c214a271c&cf=84d4e037cd53afcb4168cc24adb6ca90&cfc=694510576a0197dcc2118cd41162bae0&sss=	"TopWorx is a business unit under Emerson Process Management, a world leader in designing, improving, and maintaining plant operations. TopWorx is located in Louisville, KY focusing on Go Switches and Valvetops. We are primarily looking for electrical and mechanical engineer co-ops for January 2016 to integrate their studies within real-world experience in our Engineering department."	"Engineering - Electrical, Engineering - Mechanical"	null	Website	http://www2.emersonprocess.com/en-us/brands/topworx/pages/topworx.aspx	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
hc1.com	"Computer Science, Software Engineering"	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	hc1.com	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=c5de02375efdd6bbe61787f86a495220&cf=5f23ea4ef428ec9b2905080d3a176b80&cfc=694510576a0197dcc2118cd41162bae0&sss=	"hc1.com in 5 seconds:

Healthcare organizations use hc1 Healthcare CRM to offer a five-star service experience to patients and providers.



What does that mean, exactly?

Ever ordered something from Amazon.com and marveled at the amazing service? hc1.com brings the Amazon experience to healthcare consumers by providing the ultimate Healthcare Relationship Management platform built exclusively for health systems and ambulatory service providers.



What’s in it for you?

    Challenging, fast-paced environment at a software start-up in Indianapolis

    Direct communication with executives and leadership

    Ability to make an impact on major healthcare issues

    Complimentary personal trainer workouts

    Competitive benefits and salary

    401k investments

    Ongoing career development

    Flexible work hours"	"Computer Science/Software Engineering, Healthcare"	null	Facebook Page	https://www.facebook.com/hc1.com.labCRM	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Project Associates, Inc."	"Civil Engineering, Electrical and Computer Engineering, Electrical Engineering, Mechanical Engineering"	"US Citizen, Permanent Resident"	Full Time	"Project Associates, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=3c223c65506b4df3aafee0a29bf26d72&cf=457b55dad59dec7effd40500b3a1a2ac&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Project Associates, Inc. is an employee owned consulting engineering firm located in Evansville, Indiana.  Our staff of 100 + engineers and drafters serve both regional and national clients.  These clients include automotive manufacturing, aluminum production, power plants, interstate pipelines, pharmaceuticals, food products and mining.  Our services include mechanical, electrical, IT, civil, environmental and chemical engineering.  We continue to grow our practice and diversify our client base.  We are expanding our business and opening an office in Knoxville, TN.  Our continuing success provides opportunities for advancement and future ownership for motivated individuals."	"Engineering - Biomedical, Engineering - Chemical, Engineering - Civil, Engineering - Computer, Engineering - Electrical, Engineering - Mechanical, Environmental"	null	Website	http://www.projectassociatesinc.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Software Engineering Professionals, Inc. (SEP)"	"Computer Engineering, Computer Science, Electrical and Computer Engineering, Software Engineering"	"US Citizen, Permanent Resident"	"Full Time, Co-op, Internship/Externship"	"Software Engineering Professionals, Inc. (SEP)"	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=918f68f11ea495c9ca5963c02325213b&cf=5fc2a8e35d9af3f48a27e8eb2b4b6233&cfc=694510576a0197dcc2118cd41162bae0&sss=	"SEP is an engineering service firm that develops software and supports software related activities. We perform engineering studies, oversee and manage product certification (FAA, FDA and military), perform system and software validation testing, and develop software (device firmware, web servers, desktop applications, etc.) among other things. We serve business/ data-critical markets, including many regulated industries."	Computer Science/Software Engineering	null	Website	http://www.sep.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Ramboll Environ, Inc."	"Chemical Engineering, Chemistry, Civil Engineering, Environmental Engineering-GR Only"		"Full Time, Internship/Externship"	"Ramboll Environ, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=ef91eb779a5a95aae34c7a7f566c83ed&cf=d706e1ba6ef8ce80f2f2660b4e3f4377&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Ramboll is a leading engineering, design and consultancy company constantly striving to achieve inspiring and exacting solutions that make a genuine difference to our customers, end-users and society as a whole. We acknowledge that our solutions depend on the creativity, insight, and integrity of our employees. Therefore, we empower the people within our organization, welcome their individual differences, and enable them to work in multi-talented teams to produce inspired solutions. Visit us at www.ramboll-environ.com."	Consulting	null	Website	http://www.environcorp.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Fluke Corporation		US Citizen	"Full Time, Internship/Externship"	Fluke Corporation	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=b89666d02404f549e1d407e140a7b0f2&cf=cfe3ffc34e3fc8b0eee2048d222ba7b1&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Fluke Corporation is the world leader in the manufacture, distribution and service of electronic test tools and software. We are a dynamic market leader with sound financial health and a long history of success, Fluke has enjoyed the kind of healthy growth and excellent financial condition that allows you to build your future confidently. Fluke has achieved the number one or number two position in every market in which it competes. The Fluke brand has a reputation for portability, ruggedness, safety, ease of use and rigid standards of quality. We offer an entrepreneurial environment that is team-centered, customer-driven, quality-focused, and growth-oriented. Working at Fluke gives you access to a robust career development process and challenging, ""stretch"" opportunities."	"Engineering - Biomedical, Engineering - Computer, Engineering - Electrical, Engineering - Mechanical, Manufacturing"	null	Website	http://www.fluke.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Indigo BioAutomation, Inc."	"Computer Science, Software Engineering"	US Citizen	"Full Time, Internship/Externship"	"Indigo BioAutomation, Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=d8ab8eccc6b65b195528e2cd885ab039&cf=d91000d46be759250abfe46fd0b47016&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Indigo is a fast growing early stage company working to change applied science through world-class computation and decision making tools.  Our flagship product focuses on making chromatographic assays easier to use by automating the peak picking, calibration, and quantitation functions. As a result, laboratories can deliver faster, more accurate results.



We are looking for passionate software engineers that want to build deep skills in software craftsmanship, work with an exceptional team, and make a difference through software products."	Computer Science/Software Engineering	null	Facebook Page	https://www.facebook.com/pages/indigo-biosystems/217128691661092	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Gentex Corporation	"Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering, Engineering Management-GR Only, Mechanical Engineering, Software Engineering"	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	Gentex Corporation	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=54fcf07a0663fd13e866ad8e48b62d6b&cf=e22802b50db9ad71bb3473868bd591ee&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Gentex Corporation is a high-technology electronics company that currently supplies the automotive, aerospace and fire protection industries. We invented the automatic-dimming rearview mirror, and over the years, turned it into a strategic electronic module, home to a multitude of advanced features, including displays, alerts, vision systems, telematics components, transceivers, lighting, and more. By combining custom CMOS imagers with proprietary software, displays and other electronic components, we create products that look out for you. Gentex employs more than 3,800 employees and has multiple entry level engineering openings with a wide variety of advancement opportunities.  Gentex has experienced consistent, double-digit growth over the decade, with this growth expected to continue."	Automotive	null	Website	http://www.gentex.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
TransMarket Group			"Full Time, Internship/Externship"	TransMarket Group	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=31e07f84aa502dc43d3f21cc2e3d7439&cf=bf3c6d2406393cb1f5bde2e4955f2e61&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Founded in 1980 as Aardvark Financial, TransMarket Group L.L.C.(“TMG”) is a global markets principal trading firm. We trade successfully by using the unique talents we have been blessed with. We use next generation technology to capture opportunities around the world and manage risk in financial markets. We have an entrepreneurial culture and collaboratively develop our business with patience and discipline; we work hard, learn constantly, and relentlessly improve our expertise. Currently, we have roughly 110 employees including interns."	Finance/Banking/Accounting	null	Website	http://www.transmarketgroup.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Wynright	"Civil Engineering, Computational Science, Electrical and Computer Engineering, Electrical Engineering, Mechanical Engineering, Software Engineering, Syst Engr & Mgmt Internat'l"	"US Citizen, Permanent Resident"	"Full Time, Co-op, Internship/Externship"	Wynright	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=7b80f75174edbe8f17264c3c5781994b&cf=7941a5282f96e7535ff7d026a64962b0&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Wynright Corporation, a subsidiary of Daifuku North America Holding Company, is a leading provider of intelligent material handling systems. With more than 200 engineers in-house, the company designs, manufactures, integrates and installs a full spectrum of intralogistics solutions, offering both Wynright-branded and third-party equipment to meet client needs. These include leading-edge conveyor and sortation systems, voice- and light-directed order fulfillment equipment, a suite of warehouse controls & execution software, robotics, Automated Storage and Retrieval Systems (AS/RS), mezzanines, and structures, all backed by critical round-the-clock service and support."	"Engineering - Civil, Engineering - Electrical, Engineering - Mechanical"	null	Website	http://www.wynright.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
GSI Group	"Civil Engineering, Mechanical Engineering"	US Citizen	Internship/Externship	GSI Group	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=f7c1a0c47e6856eca28b0404709231b7&cf=03ce85153561b18f9887f2d44168f1b8&cfc=694510576a0197dcc2118cd41162bae0&sss=	"GSI, a global brand of AGCO is a world class manufacturer of grain storage, material handling, conditioning and drying equipment, as well as a full line supplier of swine and poultry production equipment. GSI Group LLC headquarters are in Assumption, IL, USA. Additional manufacturing facilities are located in Taylorville-IL, Paris-IL, Flora-IL,  Bremen-AL, Omaha- Nebraska, St. Hubert-Canada, Penang-Malaysia, Johannesburg-South Africa, Queretaro-Mexico, Marau-Brazil, Shanghai-China. GSI opened its first European manufacturing plant in June 2014, located in Biatorbagy, Hungary supplying the region with material handling equipment.

GSI products are marketed worldwide through a network of independent dealers, grain/protein producers, and large commercial businesses."	Manufacturing	null	Website	http://www.gsiag.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
Real Time Logic (RT Logic)	"Computer Engineering, Computer Science, Electrical and Computer Engineering, Electrical Engineering"	US Citizen	"Full Time, Co-op, Internship/Externship"	Real Time Logic (RT Logic)	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=2db5490e96d6e14a845da164e211e915&cf=39bad3c685d6723261f5cd4ef4a758d8&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Real-Time Logic, Inc. (RT Logic) is the leading supplier of innovative signal processing systems providing field-proven capabilities for communication with satellites, spacecraft, missiles, and airborne platforms. From factory test to flight, from ground data networking to RF links. RT Logic takes pride in the products and support we provide to the defense and aerospace community. In return, that community trusts RT Logic to solve its missions' most difficult test and communication problems. Founded in 1997 by five employees, the company has grown to more than 250 highly qualified staff with engineering expertise in Colorado Springs, Denver, and Chantilly, VA."	"Engineering - Computer, Engineering - Electrical"	null	Facebook Page	https://www.facebook.com/RealTimeLogic	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Franklin Electric Co., Inc."	"Electrical Engineering, Mechanical Engineering"	"US Citizen, F-1 Student Visa, J-1 Student Visa"	"Full Time, Internship/Externship"	"Franklin Electric Co., Inc."	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=eac5c0d5694ed565904147d6d4d02e76&cf=28a37ebfd20a4b57a197b64ce7b39007&cfc=694510576a0197dcc2118cd41162bae0&sss=	"As an employee of Franklin Electric, you can expect a competitive salary and benefits, including health insurance, managed time off, and retirement benefit opportunities. Corporate employees have access to our onsite fitness center, in-house cafeteria, and manicured nature trails. Franklin Electric affords employees opportunities for advancement and promotes from within whenever possible.



Founded in 1944, Franklin Electric has grown from a small motor manufacturing company into a leading global provider of complete water systems and fueling systems. Recognized as a technical leader in its specialties, Franklin products are found in residential, commercial, agricultural, industrial, municipal, and fueling applications."	Manufacturing	null	Website	http://www.franklin-electric.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
SPX Corporation	"Electrical Engineering, Mechanical Engineering"	US Citizen	Full Time	SPX Corporation	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=622be1ae3d8f566073694b3b29f80c79&cf=fa8a7f3a3b1fde8e130381657aa4bd5a&cfc=694510576a0197dcc2118cd41162bae0&sss=	"With headquarters in Charlotte, North Carolina, SPX is a global, multi-industry manufacturing company with operations in more than 35 markets worldwide, approximately $5 billion in annual revenue and more than 14,000 employees.



SPX’s innovative, world-class products and highly-engineered solutions are helping to meet the needs of a constantly developing world and growing global population. You’ll find our innovative solutions in everything from dairy plants and power plants to oil and gas pipelines, the power grid and bus fare collection systems.  SPX is really everywhere you look.  



At this fall's fair, we will be recruiting for our Engineering Development Program (EDP), a two-year rotational program with starting points in various SPX business units nationwide."	"Engineering - Civil, Engineering - Electrical, Engineering - Mechanical, Manufacturing"	null	Website	http://www.spx.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
"Shirley Contracting Co., LLC"	Civil Engineering	"US Citizen, Permanent Resident"	"Full Time, Internship/Externship"	"Shirley Contracting Co., LLC"	https://rose-hulman-csm.symplicity.com/students/index.php?s=employers&ss=employers&mode=profile&id=2061d7c74064e345d5495607a391fefc&cf=3d7f776f79b7ca9d9909d1bc64991ee7&cfc=694510576a0197dcc2118cd41162bae0&sss=	"Shirley Contracting Company, LLC is a leading provider of comprehensive transportation and heavy civil construction services in the Mid-Atlantic Region. For four decades, Shirley has constructed, designed and transformed countless miles of roads and bridges. Almost everywhere you look, you see Shirley Contracting Company’s bridges, highways, roadways, paths & trails, railways and more.

With a commitment to excellence and a dedication to safety, we pride ourselves in the ability to self perform the innovative and quality work we perform, completing projects on-time and within budget while minimizing traffic disruption."	Construction	null	Website	http://www.shirleycontracting.com/	2015 Fall Career Fair	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0	[show all]	https://rose-hulman-csm.symplicity.com/students/index.php?_ksl=1&s=event&ss=cf&mode=form&id=694510576a0197dcc2118cd41162bae0&__paging=0
